ENSCAFT00000006280	U	N
ENSCAFT00000006282	U	N
ENSCAFT00000006283	476089	cfa04141=Protein processing in endoplasmic reticulum
ENSCAFT00000006284	484397	N
ENSCAFT00000006286	481960	cfa00270=Cysteine and methionine metabolism.cfa00330=Arginine and proline metabolism.cfa01100=Metabolic pathways
ENSCAFT00000006287	608231	N
ENSCAFT00000006288	U	N
ENSCAFT00000006290	612016	N
ENSCAFT00000006291	481961	N
ENSCAFT00000006293	487080	N
ENSCAFT00000006294	482991	N
ENSCAFT00000006295	475029	N
ENSCAFT00000006296	U	N
ENSCAFT00000006297	484398	cfa00601=Glycosphingolipid biosynthesis - lacto and neolacto series.cfa00603=Glycosphingolipid biosynthesis - globo series.cfa01100=Metabolic pathways
ENSCAFT00000006298	483264	N
ENSCAFT00000006299	484399	cfa00601=Glycosphingolipid biosynthesis - lacto and neolacto series.cfa00603=Glycosphingolipid biosynthesis - globo series.cfa01100=Metabolic pathways
ENSCAFT00000006300	612335	cfa04974=Protein digestion and absorption
ENSCAFT00000006305	475526	cfa04010=MAPK signaling pathway.cfa04012=ErbB signaling pathway.cfa04062=Chemokine signaling pathway.cfa04150=mTOR signaling pathway.cfa04270=Vascular smooth muscle contraction.cfa04510=Focal adhesion.cfa04650=Natural killer cell mediated cytotoxicity.cfa04720=Long-term potentiation.cfa04722=Neurotrophin signaling pathway.cfa04730=Long-term depression.cfa04810=Regulation of actin cytoskeleton.cfa04910=Insulin signaling pathway.cfa04914=Progesterone-mediated oocyte maturation.cfa05160=Hepatitis C.cfa05200=Pathways in cancer.cfa05210=Colorectal cancer.cfa05211=Renal cell carcinoma.cfa05212=Pancreatic cancer.cfa05213=Endometrial cancer.cfa05214=Glioma.cfa05215=Prostate cancer.cfa05216=Thyroid cancer.cfa05218=Melanoma.cfa05219=Bladder cancer.cfa05220=Chronic myeloid leukemia.cfa05221=Acute myeloid leukemia.cfa05223=Non-small cell lung cancer
ENSCAFT00000006311	U	N
ENSCAFT00000006312	481962	N
ENSCAFT00000006315	475361	N
ENSCAFT00000006316	483832	cfa04020=Calcium signaling pathway.cfa05012=Parkinson's disease.cfa05016=Huntington's disease.cfa05166=HTLV-I infection
ENSCAFT00000006318	U	N
ENSCAFT00000006319	U	N
ENSCAFT00000006320	484400	N
ENSCAFT00000006323	U	N
ENSCAFT00000006325	483265	N
ENSCAFT00000006326	475527	N
ENSCAFT00000006327	475363	N
ENSCAFT00000006329	607233	N
ENSCAFT00000006331	476421	N
ENSCAFT00000006332	475886	N
ENSCAFT00000006335	475364	N
ENSCAFT00000006336	482992	N
ENSCAFT00000006337	477962	N
ENSCAFT00000006338	482766.611229	N
ENSCAFT00000006341	610803	N
ENSCAFT00000006344	610805	N
ENSCAFT00000006348	U	N
ENSCAFT00000006350	481963	cfa01100=Metabolic pathways.cfa03460=Fanconi anemia pathway
ENSCAFT00000006351	475528	N
ENSCAFT00000006355	475682	cfa03040=Spliceosome
ENSCAFT00000006357	482767	N
ENSCAFT00000006358	475887	cfa04210=Apoptosis.cfa04910=Insulin signaling pathway
ENSCAFT00000006359	487081	N
ENSCAFT00000006360	U	N
ENSCAFT00000006363	483834	N
ENSCAFT00000006365	484401	cfa00600=Sphingolipid metabolism.cfa01100=Metabolic pathways.cfa04020=Calcium signaling pathway.cfa04370=VEGF signaling pathway.cfa04666=Fc gamma R-mediated phagocytosis.cfa05152=Tuberculosis
ENSCAFT00000006366	610825	cfa04115=p53 signaling pathway
ENSCAFT00000006367	487083	N
ENSCAFT00000006368	483835	N
ENSCAFT00000006369	476422.480848.484021.612002	cfa03010=Ribosome
ENSCAFT00000006370	610829	cfa04810=Regulation of actin cytoskeleton.cfa05132=Salmonella infection
ENSCAFT00000006371	U	N
ENSCAFT00000006373	612040	N
ENSCAFT00000006374	477037	N
ENSCAFT00000006378	483838	cfa04630=Jak-STAT signaling pathway
ENSCAFT00000006379	403621	cfa04114=Oocyte meiosis.cfa04914=Progesterone-mediated oocyte maturation
ENSCAFT00000006380	482768	N
ENSCAFT00000006382	487085	cfa04010=MAPK signaling pathway.cfa04620=Toll-like receptor signaling pathway.cfa04660=T cell receptor signaling pathway
ENSCAFT00000006384	483266	cfa00562=Inositol phosphate metabolism.cfa04012=ErbB signaling pathway.cfa04062=Chemokine signaling pathway.cfa04070=Phosphatidylinositol signaling system.cfa04150=mTOR signaling pathway.cfa04210=Apoptosis.cfa04370=VEGF signaling pathway.cfa04380=Osteoclast differentiation.cfa04510=Focal adhesion.cfa04620=Toll-like receptor signaling pathway.cfa04630=Jak-STAT signaling pathway.cfa04650=Natural killer cell mediated cytotoxicity.cfa04660=T cell receptor signaling pathway.cfa04662=B cell receptor signaling pathway.cfa04664=Fc epsilon RI signaling pathway.cfa04666=Fc gamma R-mediated phagocytosis.cfa04670=Leukocyte transendothelial migration.cfa04722=Neurotrophin signaling pathway.cfa04725=Cholinergic synapse.cfa04810=Regulation of actin cytoskeleton.cfa04910=Insulin signaling pathway.cfa04914=Progesterone-mediated oocyte maturation.cfa04930=Type II diabetes mellitus.cfa04960=Aldosterone-regulated sodium reabsorption.cfa04973=Carbohydrate digestion and absorption.cfa05100=Bacterial invasion of epithelial cells.cfa05142=Chagas disease (American trypanosomiasis).cfa05145=Toxoplasmosis.cfa05146=Amoebiasis.cfa05160=Hepatitis C.cfa05162=Measles.cfa05164=Influenza A.cfa05166=HTLV-I infection.cfa05200=Pathways in cancer.cfa05210=Colorectal cancer.cfa05211=Renal cell carcinoma.cfa05212=Pancreatic cancer.cfa05213=Endometrial cancer.cfa05214=Glioma.cfa05215=Prostate cancer.cfa05218=Melanoma.cfa05220=Chronic myeloid leukemia.cfa05221=Acute myeloid leukemia.cfa05222=Small cell lung cancer.cfa05223=Non-small cell lung cancer
ENSCAFT00000006386	U	N
ENSCAFT00000006387	477963	N
ENSCAFT00000006389	U	N
ENSCAFT00000006390	U	N
ENSCAFT00000006392	477964	N
ENSCAFT00000006393	483840	cfa03008=Ribosome biogenesis in eukaryotes
ENSCAFT00000006395	482769	N
ENSCAFT00000006396	U	N
ENSCAFT00000006398	U	N
ENSCAFT00000006399	U	N
ENSCAFT00000006400	476762	N
ENSCAFT00000006401	U	N
ENSCAFT00000006403	483267	cfa00760=Nicotinate and nicotinamide metabolism
ENSCAFT00000006404	476423	N
ENSCAFT00000006405	479095.606831	N
ENSCAFT00000006406	612053	cfa04725=Cholinergic synapse
ENSCAFT00000006408	475889	N
ENSCAFT00000006410	475032	cfa04360=Axon guidance.cfa04380=Osteoclast differentiation.cfa04510=Focal adhesion.cfa04520=Adherens junction.cfa04650=Natural killer cell mediated cytotoxicity.cfa04660=T cell receptor signaling pathway.cfa04664=Fc epsilon RI signaling pathway.cfa04725=Cholinergic synapse.cfa05020=Prion diseases.cfa05162=Measles.cfa05416=Viral myocarditis
ENSCAFT00000006415	442935	cfa04060=Cytokine-cytokine receptor interaction.cfa04630=Jak-STAT signaling pathway
ENSCAFT00000006416	U	N
ENSCAFT00000006417	403989	cfa04060=Cytokine-cytokine receptor interaction.cfa04630=Jak-STAT signaling pathway.cfa04660=T cell receptor signaling pathway.cfa04672=Intestinal immune network for IgA production.cfa04940=Type I diabetes mellitus.cfa05142=Chagas disease (American trypanosomiasis).cfa05162=Measles.cfa05166=HTLV-I infection.cfa05320=Autoimmune thyroid disease.cfa05330=Allograft rejection.cfa05332=Graft-versus-host disease
ENSCAFT00000006418	475891	N
ENSCAFT00000006420	612058	N
ENSCAFT00000006421	475892	N
ENSCAFT00000006423	475892	N
ENSCAFT00000006424	U	N
ENSCAFT00000006426	484405	cfa04020=Calcium signaling pathway.cfa04080=Neuroactive ligand-receptor interaction.cfa04720=Long-term potentiation.cfa04724=Glutamatergic synapse.cfa05010=Alzheimer's disease.cfa05014=Amyotrophic lateral sclerosis (ALS)
ENSCAFT00000006428	477965	N
ENSCAFT00000006429	U	N
ENSCAFT00000006430	609764	N
ENSCAFT00000006433	482502	N
ENSCAFT00000006435	487086	N
ENSCAFT00000006436	484406	N
ENSCAFT00000006437	482771	cfa00590=Arachidonic acid metabolism.cfa01100=Metabolic pathways
ENSCAFT00000006438	612063	N
ENSCAFT00000006443	U	N
ENSCAFT00000006444	610277	N
ENSCAFT00000006445	477966	N
ENSCAFT00000006448	U	N
ENSCAFT00000006449	610305	N
ENSCAFT00000006450	612068	N
ENSCAFT00000006452	612390	N
ENSCAFT00000006453	475893	N
ENSCAFT00000006454	U	N
ENSCAFT00000006459	475365	N
ENSCAFT00000006460	483843	N
ENSCAFT00000006464	484408	N
ENSCAFT00000006465	485109	N
ENSCAFT00000006466	483269	N
ENSCAFT00000006467	U	N
ENSCAFT00000006470	484409	N
ENSCAFT00000006473	484621	N
ENSCAFT00000006474	484412	N
ENSCAFT00000006479	U	N
ENSCAFT00000006481	475683	N
ENSCAFT00000006483	475034	cfa04510=Focal adhesion.cfa04512=ECM-receptor interaction.cfa05143=African trypanosomiasis.cfa05145=Toxoplasmosis.cfa05146=Amoebiasis.cfa05200=Pathways in cancer.cfa05222=Small cell lung cancer
ENSCAFT00000006485	481965	N
ENSCAFT00000006490	475035	cfa04110=Cell cycle.cfa04330=Notch signaling pathway.cfa05016=Huntington's disease.cfa05200=Pathways in cancer.cfa05202=Transcriptional misregulation in cancer.cfa05220=Chronic myeloid leukemia
ENSCAFT00000006491	488873	N
ENSCAFT00000006492	481968	cfa00534=Glycosaminoglycan biosynthesis - heparan sulfate
ENSCAFT00000006495	U	N
ENSCAFT00000006501	481970	N
ENSCAFT00000006503	484414	N
ENSCAFT00000006504	475036	N
ENSCAFT00000006506	399530	N
ENSCAFT00000006507	484622	cfa03030=DNA replication.cfa04110=Cell cycle
ENSCAFT00000006508	611118	N
ENSCAFT00000006509	478268	cfa04130=SNARE interactions in vesicular transport
ENSCAFT00000006510	U	N
ENSCAFT00000006513	U	N
ENSCAFT00000006514	U	N
ENSCAFT00000006519	403577	N
ENSCAFT00000006522	475894	N
ENSCAFT00000006523	612109	N
ENSCAFT00000006525	484623	N
ENSCAFT00000006526	475529	N
ENSCAFT00000006529	100174968.475529	N
ENSCAFT00000006531	475037	N
ENSCAFT00000006534	475038	N
ENSCAFT00000006535	476764	N
ENSCAFT00000006536	475684	N
ENSCAFT00000006538	610857	N
ENSCAFT00000006539	485114	N
ENSCAFT00000006540	609299	N
ENSCAFT00000006542	U	N
ENSCAFT00000006543	475039	N
ENSCAFT00000006545	476424	cfa05168=Herpes simplex infection
ENSCAFT00000006548	482776	N
ENSCAFT00000006549	477968	cfa04728=Dopaminergic synapse
ENSCAFT00000006551	606918	cfa00051=Fructose and mannose metabolism
ENSCAFT00000006552	482994	cfa00230=Purine metabolism.cfa04020=Calcium signaling pathway.cfa04062=Chemokine signaling pathway.cfa04114=Oocyte meiosis.cfa04270=Vascular smooth muscle contraction.cfa04540=Gap junction.cfa04724=Glutamatergic synapse.cfa04725=Cholinergic synapse.cfa04727=GABAergic synapse.cfa04740=Olfactory transduction.cfa04912=GnRH signaling pathway.cfa04914=Progesterone-mediated oocyte maturation.cfa04916=Melanogenesis.cfa04962=Vasopressin-regulated water reabsorption.cfa04970=Salivary secretion.cfa04971=Gastric acid secretion.cfa04972=Pancreatic secretion.cfa04976=Bile secretion.cfa05166=HTLV-I infection.cfa05414=Dilated cardiomyopathy
ENSCAFT00000006553	475530	N
ENSCAFT00000006555	484417	cfa04144=Endocytosis
ENSCAFT00000006556	482995	N
ENSCAFT00000006559	U	N
ENSCAFT00000006561	U	N
ENSCAFT00000006563	U	N
ENSCAFT00000006564	476511	cfa00561=Glycerolipid metabolism.cfa01100=Metabolic pathways
ENSCAFT00000006565	484625	N
ENSCAFT00000006566	484419	N
ENSCAFT00000006568	U	N
ENSCAFT00000006569	U	N
ENSCAFT00000006571	477970	N
ENSCAFT00000006572	476766	N
ENSCAFT00000006576	404006	cfa03060=Protein export.cfa04141=Protein processing in endoplasmic reticulum.cfa04145=Phagosome
ENSCAFT00000006579	482505	N
ENSCAFT00000006581	608730	N
ENSCAFT00000006583	U	N
ENSCAFT00000006585	U	N
ENSCAFT00000006586	608452	N
ENSCAFT00000006589	608632	N
ENSCAFT00000006591	475040	cfa03050=Proteasome
ENSCAFT00000006593	U	N
ENSCAFT00000006594	611193	cfa03022=Basal transcription factors.cfa05016=Huntington's disease.cfa05166=HTLV-I infection.cfa05168=Herpes simplex infection
ENSCAFT00000006595	U	N
ENSCAFT00000006596	485117	N
ENSCAFT00000006597	483844	N
ENSCAFT00000006598	U	N
ENSCAFT00000006599	475041	N
ENSCAFT00000006605	476512	cfa04310=Wnt signaling pathway
ENSCAFT00000006612	485118	cfa04115=p53 signaling pathway
ENSCAFT00000006613	485119	N
ENSCAFT00000006614	485121	N
ENSCAFT00000006615	U	N
ENSCAFT00000006616	476092	N
ENSCAFT00000006618	475895	cfa00310=Lysine degradation
ENSCAFT00000006620	476768	cfa03040=Spliceosome
ENSCAFT00000006621	483845	cfa04110=Cell cycle.cfa04914=Progesterone-mediated oocyte maturation
ENSCAFT00000006624	476514	N
ENSCAFT00000006625	477974	N
ENSCAFT00000006629	U	N
ENSCAFT00000006631	609460	N
ENSCAFT00000006632	607619	cfa03010=Ribosome
ENSCAFT00000006633	487095	N
ENSCAFT00000006634	485122	cfa04530=Tight junction
ENSCAFT00000006635	476093	cfa03018=RNA degradation
ENSCAFT00000006639	475686	N
ENSCAFT00000006644	484626	N
ENSCAFT00000006648	U	N
ENSCAFT00000006652	487096	N
ENSCAFT00000006656	403659	cfa04916=Melanogenesis.cfa04920=Adipocytokine signaling pathway
ENSCAFT00000006657	609937	cfa04110=Cell cycle
ENSCAFT00000006658	U	N
ENSCAFT00000006659	U	N
ENSCAFT00000006660	485123	cfa04320=Dorso-ventral axis formation
ENSCAFT00000006663	485125	N
ENSCAFT00000006665	607587	cfa04141=Protein processing in endoplasmic reticulum
ENSCAFT00000006667	606756	N
ENSCAFT00000006668	477977	N
ENSCAFT00000006669	476094	N
ENSCAFT00000006670	476516	cfa00510=N-Glycan biosynthesis.cfa01100=Metabolic pathways.cfa04141=Protein processing in endoplasmic reticulum
ENSCAFT00000006671	483846	N
ENSCAFT00000006673	484627	N
ENSCAFT00000006675	483847	N
ENSCAFT00000006676	484628	N
ENSCAFT00000006679	483848	N
ENSCAFT00000006680	482996.606940	cfa00270=Cysteine and methionine metabolism.cfa01100=Metabolic pathways
ENSCAFT00000006682	487097	cfa05202=Transcriptional misregulation in cancer
ENSCAFT00000006686	494006	cfa03440=Homologous recombination.cfa03450=Non-homologous end-joining
ENSCAFT00000006687	484421	N
ENSCAFT00000006689	475897	N
ENSCAFT00000006692	484422	N
ENSCAFT00000006693	U	N
ENSCAFT00000006695	U	N
ENSCAFT00000006696	612145	N
ENSCAFT00000006697	442974	cfa04080=Neuroactive ligand-receptor interaction.cfa04610=Complement and coagulation cascades.cfa05150=Staphylococcus aureus infection
ENSCAFT00000006698	607532	N
ENSCAFT00000006699	U	N
ENSCAFT00000006700	477978	N
ENSCAFT00000006703	U	N
ENSCAFT00000006707	476425	cfa04120=Ubiquitin mediated proteolysis
ENSCAFT00000006708	483850	N
ENSCAFT00000006714	612160	N
ENSCAFT00000006717	476426	N
ENSCAFT00000006718	610385	cfa00071=Fatty acid metabolism.cfa00590=Arachidonic acid metabolism.cfa00830=Retinol metabolism.cfa01100=Metabolic pathways.cfa03320=PPAR signaling pathway.cfa04270=Vascular smooth muscle contraction
ENSCAFT00000006723	484424	N
ENSCAFT00000006726	475366	cfa00071=Fatty acid metabolism.cfa00590=Arachidonic acid metabolism.cfa00830=Retinol metabolism.cfa01100=Metabolic pathways.cfa03320=PPAR signaling pathway.cfa04270=Vascular smooth muscle contraction
ENSCAFT00000006727	403543	cfa04510=Focal adhesion.cfa04670=Leukocyte transendothelial migration.cfa04810=Regulation of actin cytoskeleton
ENSCAFT00000006729	485127	N
ENSCAFT00000006730	483274	N
ENSCAFT00000006733	U	N
ENSCAFT00000006735	476427	cfa04144=Endocytosis.cfa04721=Synaptic vesicle cycle.cfa04961=Endocrine and other factor-regulated calcium reabsorption.cfa05016=Huntington's disease
ENSCAFT00000006736	611727	N
ENSCAFT00000006737	608414	cfa00562=Inositol phosphate metabolism.cfa04070=Phosphatidylinositol signaling system.cfa04810=Regulation of actin cytoskeleton
ENSCAFT00000006739	609663	N
ENSCAFT00000006740	U	N
ENSCAFT00000006742	477979.607906	cfa03010=Ribosome
ENSCAFT00000006744	U	N
ENSCAFT00000006745	U	N
ENSCAFT00000006747	U	N
ENSCAFT00000006748	484425	cfa04974=Protein digestion and absorption
ENSCAFT00000006750	484426	N
ENSCAFT00000006751	U	N
ENSCAFT00000006752	482509	cfa04010=MAPK signaling pathway.cfa04910=Insulin signaling pathway
ENSCAFT00000006754	475896	cfa03050=Proteasome
ENSCAFT00000006755	477980	N
ENSCAFT00000006756	482507	N
ENSCAFT00000006758	476769	N
ENSCAFT00000006759	U	N
ENSCAFT00000006760	608357	N
ENSCAFT00000006764	U	N
ENSCAFT00000006765	610408	N
ENSCAFT00000006766	483856	cfa04810=Regulation of actin cytoskeleton
ENSCAFT00000006767	U	N
ENSCAFT00000006768	487102	N
ENSCAFT00000006769	U	N
ENSCAFT00000006770	483857	N
ENSCAFT00000006772	483858	N
ENSCAFT00000006773	U	N
ENSCAFT00000006775	607137	N
ENSCAFT00000006776	U	N
ENSCAFT00000006781	483861	N
ENSCAFT00000006782	476770	N
ENSCAFT00000006783	U	N
ENSCAFT00000006786	610425	N
ENSCAFT00000006790	482997	N
ENSCAFT00000006791	U	N
ENSCAFT00000006793	607744	N
ENSCAFT00000006798	610899	N
ENSCAFT00000006799	607411	N
ENSCAFT00000006800	483275	N
ENSCAFT00000006803	476771	N
ENSCAFT00000006807	U	N
ENSCAFT00000006810	U	N
ENSCAFT00000006811	607790	N
ENSCAFT00000006812	U	N
ENSCAFT00000006813	607058	N
ENSCAFT00000006814	482999	N
ENSCAFT00000006816	403958	N
ENSCAFT00000006818	475367	N
ENSCAFT00000006819	U	N
ENSCAFT00000006820	U	N
ENSCAFT00000006821	U	N
ENSCAFT00000006822	U	N
ENSCAFT00000006827	U	N
ENSCAFT00000006830	476772	N
ENSCAFT00000006831	476772	N
ENSCAFT00000006832	610446	N
ENSCAFT00000006833	482779	cfa00190=Oxidative phosphorylation.cfa01100=Metabolic pathways.cfa04142=Lysosome.cfa04145=Phagosome.cfa04721=Synaptic vesicle cycle.cfa04966=Collecting duct acid secretion.cfa05152=Tuberculosis.cfa05323=Rheumatoid arthritis
ENSCAFT00000006834	608530	cfa00190=Oxidative phosphorylation.cfa01100=Metabolic pathways.cfa04260=Cardiac muscle contraction.cfa05010=Alzheimer's disease.cfa05012=Parkinson's disease.cfa05016=Huntington's disease
ENSCAFT00000006837	487103	N
ENSCAFT00000006840	487104	N
ENSCAFT00000006843	477983	N
ENSCAFT00000006844	476101	cfa04141=Protein processing in endoplasmic reticulum
ENSCAFT00000006845	608535	N
ENSCAFT00000006846	608052	N
ENSCAFT00000006850	609997	N
ENSCAFT00000006852	U	N
ENSCAFT00000006858	484427	N
ENSCAFT00000006859	476903	N
ENSCAFT00000006862	U	N
ENSCAFT00000006863	484428	cfa04062=Chemokine signaling pathway.cfa04724=Glutamatergic synapse.cfa04725=Cholinergic synapse.cfa04727=GABAergic synapse.cfa04728=Dopaminergic synapse
ENSCAFT00000006865	606836	N
ENSCAFT00000006866	U	N
ENSCAFT00000006868	484429	cfa04080=Neuroactive ligand-receptor interaction.cfa04270=Vascular smooth muscle contraction
ENSCAFT00000006871	475368	cfa03440=Homologous recombination
ENSCAFT00000006873	606922	N
ENSCAFT00000006874	475901	N
ENSCAFT00000006875	475369	N
ENSCAFT00000006878	U	N
ENSCAFT00000006880	U	N
ENSCAFT00000006882	487106	N
ENSCAFT00000006884	476773	N
ENSCAFT00000006885	476428	cfa04020=Calcium signaling pathway.cfa04070=Phosphatidylinositol signaling system.cfa04114=Oocyte meiosis.cfa04270=Vascular smooth muscle contraction.cfa04720=Long-term potentiation.cfa04722=Neurotrophin signaling pathway.cfa04728=Dopaminergic synapse.cfa04740=Olfactory transduction.cfa04744=Phototransduction.cfa04910=Insulin signaling pathway.cfa04912=GnRH signaling pathway.cfa04916=Melanogenesis.cfa04970=Salivary secretion.cfa04971=Gastric acid secretion.cfa05010=Alzheimer's disease.cfa05133=Pertussis.cfa05152=Tuberculosis.cfa05214=Glioma
ENSCAFT00000006889	485435	cfa00230=Purine metabolism.cfa04270=Vascular smooth muscle contraction.cfa04540=Gap junction.cfa04730=Long-term depression.cfa04970=Salivary secretion
ENSCAFT00000006890	475687	cfa00062=Fatty acid elongation.cfa00071=Fatty acid metabolism.cfa00280=Valine, leucine and isoleucine degradation.cfa00310=Lysine degradation.cfa00380=Tryptophan metabolism.cfa00410=beta-Alanine metabolism.cfa00640=Propanoate metabolism.cfa00650=Butanoate metabolism.cfa01040=Biosynthesis of unsaturated fatty acids.cfa01100=Metabolic pathways
ENSCAFT00000006891	610021	N
ENSCAFT00000006892	U	N
ENSCAFT00000006898	484430	N
ENSCAFT00000006899	485559	N
ENSCAFT00000006900	612194	N
ENSCAFT00000006901	476102	N
ENSCAFT00000006902	607281	cfa03030=DNA replication
ENSCAFT00000006906	U	N
ENSCAFT00000006907	607835	N
ENSCAFT00000006908	607845	N
ENSCAFT00000006910	483862	N
ENSCAFT00000006911	U	N
ENSCAFT00000006914	482511	cfa00514=Other types of O-glycan biosynthesis
ENSCAFT00000006916	476908	N
ENSCAFT00000006917	612795	N
ENSCAFT00000006918	483863	cfa00230=Purine metabolism.cfa00240=Pyrimidine metabolism.cfa01100=Metabolic pathways.cfa03020=RNA polymerase.cfa05016=Huntington's disease
ENSCAFT00000006920	476517	N
ENSCAFT00000006923	U	N
ENSCAFT00000006924	485139	N
ENSCAFT00000006926	475903	N
ENSCAFT00000006928	U	N
ENSCAFT00000006929	487107	cfa00250=Alanine, aspartate and glutamate metabolism.cfa00410=beta-Alanine metabolism.cfa00430=Taurine and hypotaurine metabolism.cfa00650=Butanoate metabolism.cfa01100=Metabolic pathways.cfa04727=GABAergic synapse.cfa04940=Type I diabetes mellitus
ENSCAFT00000006930	483278	N
ENSCAFT00000006931	U	N
ENSCAFT00000006932	608089	N
ENSCAFT00000006935	475370	N
ENSCAFT00000006937	476518	N
ENSCAFT00000006938	612199	cfa04010=MAPK signaling pathway
ENSCAFT00000006940	476775	cfa04977=Vitamin digestion and absorption
ENSCAFT00000006941	483001	N
ENSCAFT00000006944	477985	N
ENSCAFT00000006945	483865	cfa03015=mRNA surveillance pathway
ENSCAFT00000006946	476909	N
ENSCAFT00000006948	U	N
ENSCAFT00000006949	485140	N
ENSCAFT00000006951	U	N
ENSCAFT00000006952	607944	cfa00900=Terpenoid backbone biosynthesis
ENSCAFT00000006953	478680	N
ENSCAFT00000006954	U	N
ENSCAFT00000006955	476910	N
ENSCAFT00000006956	482512	cfa04012=ErbB signaling pathway.cfa04062=Chemokine signaling pathway.cfa04070=Phosphatidylinositol signaling system.cfa04150=mTOR signaling pathway.cfa04210=Apoptosis.cfa04370=VEGF signaling pathway.cfa04380=Osteoclast differentiation.cfa04510=Focal adhesion.cfa04620=Toll-like receptor signaling pathway.cfa04630=Jak-STAT signaling pathway.cfa04650=Natural killer cell mediated cytotoxicity.cfa04660=T cell receptor signaling pathway.cfa04662=B cell receptor signaling pathway.cfa04664=Fc epsilon RI signaling pathway.cfa04666=Fc gamma R-mediated phagocytosis.cfa04670=Leukocyte transendothelial migration.cfa04722=Neurotrophin signaling pathway.cfa04725=Cholinergic synapse.cfa04810=Regulation of actin cytoskeleton.cfa04910=Insulin signaling pathway.cfa04914=Progesterone-mediated oocyte maturation.cfa04930=Type II diabetes mellitus.cfa04960=Aldosterone-regulated sodium reabsorption.cfa04973=Carbohydrate digestion and absorption.cfa05100=Bacterial invasion of epithelial cells.cfa05142=Chagas disease (American trypanosomiasis).cfa05145=Toxoplasmosis.cfa05146=Amoebiasis.cfa05160=Hepatitis C.cfa05162=Measles.cfa05164=Influenza A.cfa05166=HTLV-I infection.cfa05200=Pathways in cancer.cfa05210=Colorectal cancer.cfa05211=Renal cell carcinoma.cfa05212=Pancreatic cancer.cfa05213=Endometrial cancer.cfa05214=Glioma.cfa05215=Prostate cancer.cfa05218=Melanoma.cfa05220=Chronic myeloid leukemia.cfa05221=Acute myeloid leukemia.cfa05222=Small cell lung cancer.cfa05223=Non-small cell lung cancer
ENSCAFT00000006960	U	N
ENSCAFT00000006963	484629	cfa03040=Spliceosome
ENSCAFT00000006964	U	N
ENSCAFT00000006966	U	N
ENSCAFT00000006967	U	N
ENSCAFT00000006968	485441	cfa00310=Lysine degradation
ENSCAFT00000006969	609630	cfa04512=ECM-receptor interaction.cfa04640=Hematopoietic cell lineage
ENSCAFT00000006971	484630	N
ENSCAFT00000006972	U	N
ENSCAFT00000006973	476429	N
ENSCAFT00000006974	606986.608463.609728	N
ENSCAFT00000006975	U	N
ENSCAFT00000006979	485440	N
ENSCAFT00000006981	U	N
ENSCAFT00000006982	612209	N
ENSCAFT00000006986	U	N
ENSCAFT00000006989	612213	N
ENSCAFT00000006990	484632	cfa03013=RNA transport
ENSCAFT00000006993	483280	N
ENSCAFT00000006994	612895	N
ENSCAFT00000006995	484433	N
ENSCAFT00000007001	484434	cfa04950=Maturity onset diabetes of the young
ENSCAFT00000007004	U	N
ENSCAFT00000007006	485143	N
ENSCAFT00000007009	483279	N
ENSCAFT00000007010	475904	cfa04530=Tight junction
ENSCAFT00000007012	U	N
ENSCAFT00000007019	608128	N
ENSCAFT00000007020	607247	N
ENSCAFT00000007026	485144	N
ENSCAFT00000007027	403405	cfa00350=Tyrosine metabolism.cfa00740=Riboflavin metabolism.cfa01100=Metabolic pathways.cfa04916=Melanogenesis
ENSCAFT00000007028	U	N
ENSCAFT00000007030	477987	N
ENSCAFT00000007033	403464	N
ENSCAFT00000007034	U	N
ENSCAFT00000007037	U	N
ENSCAFT00000007040	476431	cfa03015=mRNA surveillance pathway.cfa04530=Tight junction
ENSCAFT00000007041	477003	cfa00500=Starch and sucrose metabolism.cfa04910=Insulin signaling pathway
ENSCAFT00000007043	607216	N
ENSCAFT00000007045	485146	cfa04020=Calcium signaling pathway.cfa04080=Neuroactive ligand-receptor interaction.cfa04540=Gap junction.cfa04720=Long-term potentiation.cfa04724=Glutamatergic synapse.cfa04730=Long-term depression.cfa05016=Huntington's disease
ENSCAFT00000007048	476432	N
ENSCAFT00000007053	U	N
ENSCAFT00000007054	403458	cfa04142=Lysosome
ENSCAFT00000007057	608181	N
ENSCAFT00000007058	484435	N
ENSCAFT00000007062	477004	N
ENSCAFT00000007064	484436	N
ENSCAFT00000007066	U	N
ENSCAFT00000007068	612248	N
ENSCAFT00000007069	610065	N
ENSCAFT00000007070	607444	N
ENSCAFT00000007075	484633	N
ENSCAFT00000007078	485149	cfa04310=Wnt signaling pathway.cfa04916=Melanogenesis.cfa05166=HTLV-I infection.cfa05200=Pathways in cancer.cfa05217=Basal cell carcinoma
ENSCAFT00000007080	484437	N
ENSCAFT00000007082	U	N
ENSCAFT00000007083	485150	N
ENSCAFT00000007084	476914	N
ENSCAFT00000007086	484439	cfa04080=Neuroactive ligand-receptor interaction
ENSCAFT00000007090	U	N
ENSCAFT00000007092	U	N
ENSCAFT00000007093	482513	N
ENSCAFT00000007096	484634	N
ENSCAFT00000007099	483833.608182	cfa00520=Amino sugar and nucleotide sugar metabolism.cfa01100=Metabolic pathways
ENSCAFT00000007100	U	N
ENSCAFT00000007103	608197	N
ENSCAFT00000007105	476434	N
ENSCAFT00000007107	485442	cfa04150=mTOR signaling pathway
ENSCAFT00000007108	484440	N
ENSCAFT00000007111	606791	N
